word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
targets,1.0,1.0,2.0,2.0,,
kinase,4.0,2.0,,,,
entrance,,,,,,
meiosis,6.0,13.0,5.0,10.0,,
restricts,,,,,,
