word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
protease,2.0,,,,1.0,
p53-mdm2,,,,,,
development,5.0,7.0,34.0,9.0,,1.0
stem,2.0,2.0,14.0,3.0,,1.0
cell,8.0,8.0,65.0,9.0,7.0,7.0
niches,,,9.0,,,1.0
lineagessenp2,,,,,,
trophoblast,12.0,9.0,60.0,13.0,,1.0
