word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
adaptor,3.0,1.0,4.0,6.0,,1.0
protein,2.0,6.0,20.0,6.0,4.0,3.0
complexthe,,,,,,
complex,4.0,4.0,18.0,12.0,,1.0
