word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
exchange,3.0,4,,,,
factors,3.0,1,5.0,8.0,1.0,1.0
favor,1.0,1,1.0,1.0,,
tumor,5.0,1,17.0,4.0,2.0,
initiation,2.0,3,5.0,7.0,,
promotion,2.0,3,9.0,6.0,1.0,2.0
role,,4,,4.0,,
proteins,2.0,7,30.0,10.0,2.0,4.0
skin,6.0,4,34.0,11.0,13.0,22.0
tumors,3.0,7,15.0,4.0,3.0,4.0
