word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
role,2.0,2,1.0,3.0,,
parkinson,5.0,1,,,,
gene,1.0,1,2.0,,,
dj-1,16.0,21,75.0,46.0,2.0,11.0
promotes,,1,,4.0,,
