word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
tempo,,1.0,,1.0,,
development,,1.0,,,1.0,
investigation,,1.0,,1.0,,
somite,5.0,12.0,30.0,10.0,7.0,
clock,4.0,2.0,7.0,6.0,,
mechanismthe,,,,,,
mechanism,,5.0,1.0,4.0,,
