word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
cytotoxic,2.0,1.0,,,,
killing,,3.0,1.0,5.0,12.0,
cells,2.0,5.0,3.0,9.0,21.0,
vivoinefficient,,,,,,
ctl,2.0,23.0,16.0,27.0,78.0,
infection,2.0,2.0,13.0,7.0,5.0,
