word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
control,1.0,5.0,4.0,4.0,,
jasmonate,1.0,,2.0,,1.0,1.0
biosynthesis,1.0,1.0,10.0,6.0,,
senescence,4.0,5.0,24.0,19.0,,1.0
targetscontrol,,,,,,
tcps,3.0,4.0,11.0,10.0,,
