word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
kif13b,7,13,53.0,34,8.0,2.0
pns,2,1,10.0,13,,
cns,3,3,15.0,15,,
myelination,11,10,23.0,32,,2.0
dlg1,10,10,90.0,58,3.0,6.0
scaffold,1,1,,8,,
regulator,2,2,5.0,6,,
