word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
mllt10/af10-dot1l,6.0,,11.0,4.0,,
coactivators,1.0,1.0,5.0,3.0,,
homeostasismllt10/af10-dot1l,,,,,,
activation,2.0,2.0,8.0,9.0,,
