word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
role,3.0,2.0,5.0,5.0,,
topoisomerase,9.0,1.0,,,,
resolution,2.0,2.0,1.0,1.0,,
aurora,6.0,,61.0,18.0,1.0,
activitytopo,,,,,,
separation,2.0,,2.0,3.0,,
