word,abstract_counts,section_1_counts,section_2_counts,section_3_counts,section_4_counts,section_5_counts
jmjd5,12.0,7.0,78.0,18.0,1.0,16.0
links,,,,,,
function,2.0,4.0,6.0,10.0,,
degradation,2.0,7.0,17.0,4.0,,
